district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500016984,Construction of 264 flats under EWS and 32 flats under MIG at chikhali D Nagpur,MHADA(Nagpur Board),440002,,On-Going Project,12/31/2021,06/30/2022,,Residential,8020.74,1160.61,14230.09,08/23/2021,,,286.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,2.0,320.0,2.0
Nagpur,P50500017257,WOODLAND APARTMENTS,NILESH GOVIND HARKARE,441110,,New Project,12/30/2021,,12/31/2024,Residential,1151.5,17.35,1381.27,02/21/2023,,,28.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500017215,Bloomdale Row House 11 55 to 60,Mahindra Bebanco Developers Limited,441108,,New Project,05/31/2020,,05/30/2022,Residential,927.99,104.59,788.61,07/02/2023,,,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0
Nagpur,P50500017289,PIONEER ETERNITY,LIFESTYLE VENTURES,440014,,New Project,03/30/2021,,06/30/2022,Residential,1161.22,0.0,2637.0,01/05/2023,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,12.0,12.0
Nagpur,P50500017236,Bloomdale Duplex 08 13 to 14,Mahindra Bebanco Developers Limited,441108,,New Project,02/28/2020,,02/27/2022,Residential,1255.79,170.05,1483.66,07/02/2023,,,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0
Nagpur,P50500017720,METRO HEIGHTS,KAHID JOUHAR IBRAHIMBHAI GONDIAWALA,441203,,New Project,07/31/2023,,,Residential,3000.0,303.33,3563.27,09/01/2018,,,64.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,11.0,0.0
Nagpur,P50500017519,TIARA,KAPIL NANDKISHOR NATHANI,440008,,New Project,12/31/2019,,,Residential,650.32,253.12,1080.0,08/11/2018,,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,18.0,1.0,0.0
Nagpur,P50500017428,Mahalaxmi City Phase V,Gruhlaxmi LIfe Space Pvt Ltd,441111,,New Project,11/10/2020,,12/31/2022,Residential,590.48,5244.18,1617.76,08/18/2021,,,28.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,18.0,2.0
Nagpur,P50500017883,Om Amitesh Apartment,INFINITI INFRAVENTURES,441111,"('21.208307697992980','79.057141771697160')",New Project,12/30/2021,,,Residential,538.0,0.0,644.0,10/08/2020,,,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500018280,DIAMOND DIVINE,POONAM SANJAY KATARIYA,440013,,New Project,12/01/2020,,12/31/2024,Residential,668.89,2.0,748.88,08/16/2023,,2.0,9.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0,17.0,2.0
Nagpur,P50500017753,MAHARAJA RESIDENCY,SHARIQUE  KHAN,440013,,New Project,12/30/2022,,06/30/2024,Residential,457.04,0.0,595.0,06/26/2023,,,11.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,9.0
Nagpur,P50500017670,DURVANG RESIDENCY-2,PANKAJ  KOLHE,440015,"('21.091857100000000','79.072082299999920')",New Project,03/22/2023,,,Residential,529.75,0.0,688.0,08/19/2018,,,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500017585,SAI RESIDENCY,Sunrise Buildcon,440030,,New Project,12/30/2022,,,Residential,607.24,0.0,750.0,04/12/2023,,,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,57.0
Nagpur,P50500017849,ORANGE CITY PARK II,MAITREYA DEVELOPERS,441002,,New Project,02/01/2022,,02/01/2023,Residential,3344.75,0.0,4659.0,01/25/2023,,,84.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,5.0,84.0,0.0
Nagpur,P50500017822,Richmond Greens Block A Tower G,Himgiri Buildcon & Industries Ltd,440030,,New Project,03/30/2023,,,Residential,1684.0,253.0,3535.0,09/13/2018,,,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,12.0,36.0
